,icao,iata,name,city,lat,lon
6005,CYHD,YHD,Dryden Regional Airport,Dryden,49.8317,-92.7442
6006,CYHE,YHE,Hope Airport,Hope,49.3683,-121.498
6007,CYHF,YHF,Hearst Rene Fontaine Municipal Airport,Hearst,49.7142,-83.6861
6008,CYHH,YNS,Nemiscau Airport,Nemiscau,51.6911,-76.1356
6009,CYHI,YHI,Ulukhaktok Holman Airport,Ulukhaktok,70.7628,-117.806
6010,CYHK,YHK,Gjoa Haven Airport,Gjoa Haven,68.6356,-95.8497
6011,CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,43.1736,-79.935
6012,CYHN,YHN,Hornepayne Municipal Airport,Hornepayne,49.1931,-84.7589
6013,CYHO,YHO,Hopedale Airport,Hopedale,55.4483,-60.2286
6014,CYHR,YHR,Chevery Airport,Chevery,50.4689,-59.6367
6016,CYHT,YHT,Haines Junction Airport,Haines Junction,60.7892,-137.54601
6017,CYHU,YHU,Montréal / St-Hubert Airport,Longueuil,45.5175,-73.4169
6018,CYHY,YHY,Hay River / Merlyn Carter Airport,Hay River,60.8397,-115.783
6019,CYHZ,YHZ,Halifax Robert L. Stanfield International Airport,Halifax,44.8808,-63.5086
6020,CYIB,YIB,Atikokan Municipal Airport,Atikokan,48.7739,-91.6386
6021,CYID,YDG,Digby / Annapolis Regional Airport,Digby,44.54585,-65.78542
6022,CYIF,YIF,St Augustin Airport,St-Augustin,51.2117,-58.6583
6023,CYIK,YIK,Ivujivik Airport,Ivujivik,62.4173,-77.9253
6024,CYIO,YIO,Pond Inlet Airport,Pond Inlet,72.6833,-77.9667
6025,CYIV,YIV,Island Lake Airport,Island Lake,53.8572,-94.6536
6026,CYJA,YJA,Jasper Airport,Jasper,52.9967,-118.059
6027,CYJF,YJF,Fort Liard Airport,Fort Liard,60.2358,-123.469
6029,CYJN,YJN,St-Jean Airport,Saint Jean,45.2944,-73.2811
6032,CYJT,YJT,Stephenville Airport,Stephenville,48.5442,-58.55
6033,CYKA,YKA,Kamloops Airport,Kamloops,50.7022,-120.444
6034,CYKC,YKC,Collins Bay Airport,Collins Bay,58.2361,-103.678
6035,CYKD,LAK,Aklavik Airport,Aklavik,68.2233,-135.006
6036,CYKF,YKF,Kitchener / Waterloo Airport,Waterloo,43.4608,-80.3786
6037,CYKG,YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,61.5886,-71.9294
6038,CYKJ,YKJ,Key Lake Airport,Key Lake,57.2561,-105.618
6039,CYKL,YKL,Schefferville Airport,Schefferville,54.8053,-66.8053
6040,CYKO,AKV,Akulivik Airport,Akulivik,60.8186,-78.1486
6041,CYKQ,YKQ,Waskaganish Airport,Waskaganish,51.4733,-78.7583
6042,CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,48.2103,-79.9814
6043,CYKY,YKY,Kindersley Airport,Kindersley,51.5175,-109.181
6044,CYKZ,YKZ,Toronto / Buttonville Municipal Airport,Markham,43.8622,-79.37
6045,CYLA,YPJ,Aupaluk Airport,Aupaluk,59.2967,-69.5997
6046,CYLB,YLB,Lac La Biche Airport,Lac La Biche,54.7703,-112.032
6047,CYLC,YLC,Kimmirut Airport,Kimmirut,62.85,-69.8833
6048,CYLD,YLD,Chapleau Airport,Chapleau,47.82,-83.3467
6049,CYLH,YLH,Lansdowne House Airport,Lansdowne House,52.1956,-87.9342
6051,CYLJ,YLJ,Meadow Lake Airport,Meadow Lake,54.1253,-108.523
6052,CYLK,YSG,Lutselk'e Airport,Lutselk'e,62.4183,-110.682
6053,CYLL,YLL,Lloydminster Airport,Lloydminster,53.3092,-110.073
6054,CYLQ,YLQ,La Tuque Airport,La Tuque,47.4097,-72.7889
6055,CYLR,YLR,Leaf Rapids Airport,Leaf Rapids,56.5133,-99.9853
6056,CYLS,YLK,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,44.4853,-79.5556
6057,CYLT,YLT,Alert Airport,Alert,82.5178,-62.2806
6058,CYLU,XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,58.7114,-65.9928
6059,CYLW,YLW,Kelowna Airport,Kelowna,49.9561,-119.378
6060,CYMA,YMA,Mayo Airport,Mayo,63.6164,-135.868
6061,CYME,YME,Matane Airport,Matane,48.8569,-67.4533
6062,CYMG,YMG,Manitouwadge Airport,Manitouwadge,49.0839,-85.8606
6063,CYMH,YMH,Mary's Harbour Airport,Mary's Harbour,52.3028,-55.8472
6064,CYMJ,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,50.3303,-105.559
6065,CYML,YML,Charlevoix Airport,Charlevoix,47.5975,-70.2239
6066,CYMM,YMM,Fort McMurray Airport,Fort McMurray,56.6533,-111.222
6067,CYMO,YMO,Moosonee Airport,Moosonee,51.2911,-80.6078
6068,CYMT,YMT,Chapais Airport,Chibougamau,49.7719,-74.5281
6069,CYMU,YUD,Umiujaq Airport,Umiujaq,56.5361,-76.5183
6070,CYMW,YMW,Maniwaki Airport,Maniwaki,46.2728,-75.9906
6071,CYMX,YMX,Montréal (Mirabel) Airport,Mirabel,45.6795,-74.0387
6073,CYNA,YNA,Natashquan Airport,Natashquan,50.19,-61.7892
6074,CYNC,YNC,Wemindji Airport,Wemindji,53.0106,-78.8311
6075,CYND,YND,Ottawa / Gatineau Airport,Gatineau,45.5217,-75.5636
6076,CYNE,YNE,Norway House Airport,Norway House,53.9583,-97.8442
6077,CYNH,YNH,Hudsons Hope Airport,Hudson's Hope,56.0356,-121.976
6078,CYNJ,YLY,Langley Airport,Langley,49.1008,-122.631
6079,CYNL,YNL,Points North Landing Airport,Points North Landing,58.2767,-104.082
6080,CYNM,YNM,Matagami Airport,Matagami,49.7617,-77.8028
6081,CYNN,YNN,Nejanilini Lake Airport,Nejanilini Lake,59.4875,-97.7803
6082,CYNR,HZP,Fort Mackay / Horizon Airport,Fort Mackay,57.3817,-111.701
6083,CYOA,YOA,Ekati Airport,Ekati,64.6989,-110.615
6084,CYOC,YOC,Old Crow Airport,Old Crow,67.5706,-139.839
6085,CYOD,YOD,CFB Cold Lake,Cold Lake,54.405,-110.279
6086,CYOH,YOH,Oxford House Airport,Oxford House,54.9333,-95.2789
6087,CYOJ,YOJ,High Level Airport,High Level,58.6214,-117.165
6088,CYOO,YOO,Oshawa Airport,Oshawa,43.9228,-78.895
6089,CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,58.4914,-119.408
6090,CYOS,YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,44.5903,-80.8375
6091,CYOW,YOW,Ottawa / Macdonald-Cartier International Airport,Ottawa,45.3225,-75.6692
6092,CYPA,YPA,Prince Albert (Glass Field) Airport,Prince Albert,53.2142,-105.673
6093,CYPC,YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,69.36084,-124.07547
6094,CYPD,YPS,Port Hawkesbury Airport,Port Hawkesbury,45.6567,-61.3681
6095,CYPE,YPE,Peace River Airport,Peace River,56.2269,-117.447
6096,CYPG,YPG,Southport Airport,Portage,49.9031,-98.2739
6097,CYPH,YPH,Inukjuak Airport,Inukjuak,58.4719,-78.0769
6098,CYPK,YPK,Pitt Meadows Airport,Pitt Meadows,49.2161,-122.71
6099,CYPL,YPL,Pickle Lake Airport,Pickle Lake,51.4464,-90.2142
6100,CYPM,YPM,Pikangikum Airport,Pikangikum,51.8197,-93.9733
6101,CYPN,YPN,Port Menier Airport,Port-Menier,49.8364,-64.2886
6102,CYPO,YPO,Peawanuck Airport,Peawanuck,54.9881,-85.4433
6104,CYPQ,YPQ,Peterborough Airport,Peterborough,44.23,-78.3633
6105,CYPR,YPR,Prince Rupert Airport,Prince Rupert,54.2861,-130.44501
6109,CYPW,YPW,Powell River Airport,Powell River,49.8342,-124.5
6110,CYPX,YPX,Puvirnituq Airport,Puvirnituq,60.0506,-77.2869
6111,CYPY,YPY,Fort Chipewyan Airport,Fort Chipewyan,58.7672,-111.117
6112,CYPZ,YPZ,Burns Lake Airport,Burns Lake,54.3764,-125.951
6113,CYQA,YQA,Muskoka Airport,Muskoka,44.9747,-79.3033
6114,CYQB,YQB,Québec City Jean Lesage International Airport,Quebec City,46.7911,-71.3933
6115,CYQD,YQD,The Pas Airport,The Pas,53.9714,-101.091
6116,CYQF,YQF,Red Deer Regional Airport,Red Deer,52.1822,-113.894
6117,CYQG,YQG,Windsor Airport,Windsor,42.2756,-82.9556
6118,CYQH,YQH,Watson Lake Airport,Watson Lake,60.1164,-128.82201
6119,CYQI,YQI,Yarmouth Airport,Yarmouth,43.8269,-66.0881
6120,CYQK,YQK,Kenora Airport,Kenora,49.7883,-94.3631
6121,CYQL,YQL,Lethbridge Airport,Lethbridge,49.6303,-112.8
6122,CYQM,YQM,Moncton / Greater Moncton International Airport,Moncton,46.1122,-64.6786
6123,CYQN,YQN,Nakina Airport,Nakina,50.1828,-86.6964
6124,CYQQ,YQQ,Comox Airport,Comox,49.7108,-124.887
6125,CYQR,YQR,Regina International Airport,Regina,50.4319,-104.666
6126,CYQS,YQS,St Thomas Municipal Airport,St Thomas,42.77,-81.1108
6127,CYQT,YQT,Thunder Bay Airport,Thunder Bay,48.3719,-89.3239
6128,CYQU,YQU,Grande Prairie Airport,Grande Prairie,55.1797,-118.885
6129,CYQV,YQV,Yorkton Municipal Airport,Yorkton,51.2647,-102.462
6130,CYQW,YQW,North Battleford Airport,North Battleford,52.7692,-108.244
6131,CYQX,YQX,Gander International Airport,Gander,48.9369,-54.5681
6132,CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,46.1614,-60.0478
6133,CYQZ,YQZ,Quesnel Airport,Quesnel,53.0261,-122.51
6134,CYRA,YRA,Rae Lakes Airport,Gameti,64.1161,-117.31
6135,CYRB,YRB,Resolute Bay Airport,Resolute Bay,74.7169,-94.9694
6137,CYRI,YRI,Riviere-du-Loup Airport,Riviere-du-Loup,47.7644,-69.5847
6138,CYRJ,YRJ,Roberval Airport,Roberval,48.52,-72.2656
6139,CYRL,YRL,Red Lake Airport,Red Lake,51.0669,-93.7931
6140,CYRM,YRM,Rocky Mountain House Airport,Rocky Mountain House,52.4297,-114.904
6141,CYRO,YRO,Ottawa / Rockcliffe Airport,Ottawa,45.4603,-75.6461
6143,CYRQ,YRQ,Trois-Rivieres Airport,Trois-Rivieres,46.3528,-72.6794
6144,CYRS,YRS,Red Sucker Lake Airport,Red Sucker Lake,54.1672,-93.5572
6145,CYRT,YRT,Rankin Inlet Airport,Rankin Inlet,62.8114,-92.1158
6146,CYRV,YRV,Revelstoke Airport,Revelstoke,50.9667,-118.183
6148,CYSB,YSB,Sudbury Airport,Falconbridge,46.625,-80.7989
6149,CYSC,YSC,Sherbrooke Airport,Sherbrooke,45.4386,-71.6914
6150,CYSE,YSE,Squamish Airport,Squamish,49.7817,-123.162
6151,CYSF,YSF,Stony Rapids Airport,Stony Rapids,59.2503,-105.841
6153,CYSH,YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,44.9458,-75.9406
6154,CYSJ,YSJ,Saint John Airport,Saint John,45.3161,-65.8903
6155,CYSK,YSK,Sanikiluaq Airport,Sanikiluaq,56.5378,-79.2467
6156,CYSL,YSL,St Leonard Airport,St Leonard,47.1575,-67.8347
6157,CYSM,YSM,Fort Smith Airport,Fort Smith,60.0203,-111.962
6158,CYSN,YCM,St. Catharines Niagara District Airport,Niagara-on-the-lake,43.1917,-79.1717
6159,CYSP,YSP,Marathon Airport,Marathon,48.7553,-86.3444
6161,CYST,YST,St. Theresa Point Airport,St. Theresa Point,53.8456,-94.8519
6162,CYSU,YSU,Summerside Airport,Summerside,46.4406,-63.8336
6164,CYSY,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,71.9939,-125.243
6166,CYTA,YTA,Pembroke Airport,Pembroke,45.8644,-77.2517
6168,CYTE,YTE,Cape Dorset Airport,Cape Dorset,64.23,-76.5267
6169,CYTF,YTF,Alma Airport,Alma,48.5089,-71.6419
6170,CYTH,YTH,Thompson Airport,Thompson,55.8011,-97.8642
6171,CYTL,YTL,Big Trout Lake Airport,Big Trout Lake,53.8178,-89.8969
6173,CYTQ,YTQ,Tasiujaq Airport,Tasiujaq,58.6678,-69.9558
6174,CYTR,YTR,CFB Trenton,Trenton,44.1189,-77.5281
6175,CYTS,YTS,Timmins Victor M. Power Airport,Timmins,48.5697,-81.3767
6176,CYTZ,YTZ,Billy Bishop Toronto City Airport,Toronto,43.6275,-79.3962
6177,CYUB,YUB,Tuktoyaktuk Airport,Tuktoyaktuk,69.4333,-133.026
6178,CYUL,YUL,Montréal-Pierre Elliott Trudeau International Airport,Dorval,45.4706,-73.7408
6179,CYUT,YUT,Repulse Bay Airport,Repulse Bay,66.5214,-86.2247
6180,CYUX,YUX,Hall Beach Airport,Hall Beach,68.7761,-81.2436
6181,CYUY,YUY,Rouyn-Noranda Airport,McWatters,48.2061,-78.8356
6182,CYVB,YVB,Bonaventure Airport,Bonaventure,48.0711,-65.4603
6183,CYVC,YVC,La Ronge (Barber Field) Airport,La Ronge,55.1514,-105.262
6185,CYVG,YVG,Vermilion Airport,Vermilion,53.3558,-110.824
6186,CYVK,YVE,Vernon Airport,Vernon,50.2481,-119.331
6187,CYVM,YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,67.5458,-64.0314
6188,CYVO,YVO,Val-d'Or Airport,Bourlamaque,48.0533,-77.7828
6189,CYVP,YVP,Kuujjuaq Airport,Kuujjuaq,58.0961,-68.4269
6190,CYVQ,YVQ,Norman Wells Airport,Norman Wells,65.2816,-126.798
6191,CYVR,YVR,Vancouver International Airport,Richmond,49.1939,-123.184
6192,CYVT,YVT,Buffalo Narrows Airport,Buffalo Narrows,55.8419,-108.418
6193,CYVV,YVV,Wiarton Airport,Wiarton,44.7458,-81.1072
6194,CYVZ,YVZ,Deer Lake Airport,Deer Lake,52.6558,-94.0614
6195,CYWA,YWA,Petawawa Airport,Petawawa,45.9522,-77.3192
6196,CYWE,YFJ,Wekweeti Airport,Wekweeti,64.1908,-114.077
6197,CYWG,YWG,Winnipeg James Armstrong Richardson International Airport,Winnipeg,49.91,-97.2399
6198,CYWH,YWH,Victoria Harbour Airport,Victoria,48.41667,-123.36667
6199,CYWJ,YWJ,Deline Airport,Deline,65.2111,-123.436
6200,CYWK,YWK,Wabush Airport,Wabush,52.9219,-66.8644
6201,CYWL,YWL,Williams Lake Airport,Williams Lake,52.1831,-122.054
6203,CYWP,YWP,Webequie Airport,Webequie,52.95939,-87.37487
6205,CYWY,YWY,Wrigley Airport,Wrigley,63.2094,-123.437
6206,CYXC,YXC,Cranbrook / Canadian Rockies Airport,Cranbrook,49.6108,-115.782
6207,CYXD,YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,53.5725,-113.521
6208,CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,52.1708,-106.7
6209,CYXH,YXH,Medicine Hat Airport,Medicine Hat,50.0189,-110.721
6210,CYXJ,YXJ,Fort St. John Airport,Fort Saint John,56.2381,-120.74
6211,CYXK,YXK,Rimouski Airport,Rimouski,48.4781,-68.4969
6212,CYXL,YXL,Sioux Lookout Airport,Sioux Lookout,50.1139,-91.9053
6213,CYXN,YXN,Whale Cove Airport,Whale Cove,62.24,-92.5981
6214,CYXP,YXP,Pangnirtung Airport,Pangnirtung,66.145,-65.7136
6215,CYXQ,YXQ,Beaver Creek Airport,Beaver Creek,62.4103,-140.867
6216,CYXR,YXR,Earlton (Timiskaming Regional) Airport,Earlton,47.6974,-79.84735
6217,CYXS,YXS,Prince George Airport,Prince George,53.8894,-122.679
6218,CYXT,YXT,Terrace Airport,Terrace,54.4685,-128.576
6219,CYXU,YXU,London Airport,London,43.0356,-81.1539
6220,CYXX,YXX,Abbotsford Airport,Abbotsford,49.0253,-122.361
6221,CYXY,YXY,Erik Nielsen Whitehorse International Airport,Whitehorse,60.7096,-135.067
6222,CYXZ,YXZ,Wawa Airport,Wawa,47.9667,-84.7867
6223,CYYB,YYB,North Bay Airport,North Bay,46.3636,-79.4228
6224,CYYC,YYC,Calgary International Airport,Calgary,51.1139,-114.02
6225,CYYD,YYD,Smithers Airport,Smithers,54.8247,-127.183
6226,CYYE,YYE,Fort Nelson Airport,Fort Nelson,58.8364,-122.597
6227,CYYF,YYF,Penticton Airport,Penticton,49.4631,-119.602
6228,CYYG,YYG,Charlottetown Airport,Charlottetown,46.29,-63.1211
6229,CYYH,YYH,Taloyoak Airport,Taloyoak,69.5467,-93.5767
6230,CYYJ,YYJ,Victoria International Airport,Victoria,48.6469,-123.426
6231,CYYL,YYL,Lynn Lake Airport,Lynn Lake,56.8639,-101.076
6232,CYYM,YYM,Cowley Airport,Cowley,49.6364,-114.094
6233,CYYN,YYN,Swift Current Airport,Swift Current,50.2919,-107.691
6235,CYYQ,YYQ,Churchill Airport,Churchill,58.7392,-94.065
6236,CYYR,YYR,Goose Bay Airport,Goose Bay,53.3192,-60.4258
6237,CYYT,YYT,St. John's International Airport,Saint John,47.6186,-52.7519
6238,CYYU,YYU,Kapuskasing Airport,Kapuskasing,49.4139,-82.4675
6239,CYYW,YYW,Armstrong Airport,Armstrong,50.2903,-88.9097
6240,CYYY,YYY,Mont-Joli Airport,Mont Jolie,48.6086,-68.2081
6241,CYYZ,YYZ,Toronto Pearson International Airport,Mississauga,43.6772,-79.6306
6243,CYZE,YZE,Gore Bay Manitoulin Airport,Gore Bay,45.8853,-82.5678
6244,CYZF,YZF,Yellowknife Airport,Yellowknife,62.4628,-114.44
6245,CYZG,YZG,Salluit Airport,Salluit,62.1794,-75.6672
6246,CYZH,YZH,Slave Lake Airport,Slave Lake,55.2931,-114.777
6247,CYZP,YZP,Sandspit Airport,Sandspit,53.2543,-131.814
6248,CYZR,YZR,Chris Hadfield Airport,Sarnia,42.9994,-82.3089
6249,CYZS,YZS,Coral Harbour Airport,Coral Harbour,64.1933,-83.3594
6250,CYZT,YZT,Port Hardy Airport,Port Hardy,50.6806,-127.367
6251,CYZU,YZU,Whitecourt Airport,Whitecourt,54.1439,-115.787
6252,CYZV,YZV,Sept-Iles Airport,Sept-Iles,50.2233,-66.2656
6253,CYZW,YZW,Teslin Airport,Teslin,60.1728,-132.743
6254,CYZX,YZX,CFB Greenwood,Greenwood,44.9844,-64.9169
6256,CZAC,ZAC,York Landing Airport,York Landing,56.0894,-96.0892
6257,CZAM,YSN,Salmon Arm Airport,Salmon Arm,50.6828,-119.229
6259,CZBB,YDT,Boundary Bay Airport,Ladner,49.0742,-123.012
6260,CZBD,ILF,Ilford Airport,Ilford,56.0614,-95.6139
6261,CZBF,ZBF,Bathurst Airport,Bathurst,47.6297,-65.7389
6262,CZBM,ZBM,Bromont (Roland Desourdy) Airport,Bromont,45.2908,-72.7414
6263,CZEE,KES,Kelsey Airport,Kelsey,56.0375,-96.5097
6264,CZEM,ZEM,Eastmain River Airport,Eastmain River,52.2264,-78.5225
6265,CZFA,ZFA,Faro Airport,Faro,62.2075,-133.37601
6266,CZFD,ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,59.3344,-107.182
6267,CZFG,XPK,Pukatawagan Airport,Pukatawagan,55.7492,-101.266
6268,CZFM,ZFM,Fort Mcpherson Airport,Fort Mcpherson,67.4075,-134.86099
6269,CZFN,ZFN,Tulita Airport,Tulita,64.9097,-125.573
6270,CZGF,ZGF,Grand Forks Airport,Grand Forks,49.0156,-118.431
6271,CZGI,ZGI,Gods River Airport,Gods River,54.8397,-94.0786
6272,CZGR,ZGR,Little Grand Rapids Airport,Little Grand Rapids,52.0456,-95.4658
6273,CZHP,ZHP,High Prairie Airport,High Prairie,55.3936,-116.475
6274,CZJG,ZJG,Jenpeg Airport,Jenpeg,54.5189,-98.0461
6275,CZJN,ZJN,Swan River Airport,Swan River,52.1206,-101.236
6276,CZKE,ZKE,Kashechewan Airport,Kashechewan,52.2825,-81.6778
6277,CZLQ,YTD,Thicket Portage Airport,Thicket Portage,55.3189,-97.7078
6278,CZMD,MSA,Muskrat Dam Airport,Muskrat Dam,53.4414,-91.7628
6279,CZML,ZMH,South Cariboo Region / 108 Mile Airport,108 Mile,51.7361,-121.333
6280,CZMN,PIW,Pikwitonei Airport,Pikwitonei,55.5889,-97.1642
6281,CZMT,ZMT,Masset Airport,Masset,54.0275,-132.125
6282,CZNG,XPP,Poplar River Airport,Poplar River,53.0,-97.2667
6284,CZPB,ZPB,Sachigo Lake Airport,Sachigo Lake,53.8911,-92.1964
6285,CZPC,WPC,Pincher Creek Airport,Pincher Creek,49.5206,-113.997
6286,CZPO,ZPO,Pinehouse Lake Airport,Pinehouse Lake,55.5281,-106.582
6287,CZRJ,ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,52.9436,-91.3128
6288,CZSJ,ZSJ,Sandy Lake Airport,Sandy Lake,53.0642,-93.3444
6289,CZSN,XSI,South Indian Lake Airport,South Indian Lake,56.7928,-98.9072
6290,CZST,ZST,Stewart Airport,Stewart,55.93541,-129.98243
6291,CZTA,YDV,Bloodvein River Airport,Bloodvein River,51.7833,-96.7
6292,CZTM,ZTM,Shamattawa Airport,Shamattawa,55.8656,-92.0814
6293,CZUC,ZUC,Ignace Municipal Airport,Ignace,49.4297,-91.7178
6294,CZUM,ZUM,Churchill Falls Airport,Churchill Falls,53.5619,-64.1064
6296,CZWH,XLB,Lac Brochet Airport,Lac Brochet,58.6175,-101.469
6297,CZWL,ZWL,Wollaston Lake Airport,Wollaston Lake,58.1069,-103.172
6306,DAAD,BUJ,Bou Saada Airport,,35.3325,4.20639
6307,DAAE,BJA,Soummam Airport,Bejaia,36.712,5.06992
6308,DAAG,ALG,Houari Boumediene Airport,Algiers,36.691,3.21541
6309,DAAJ,DJG,Djanet Inedbirene Airport,Djanet,24.2928,9.45244
6313,DAAP,VVZ,Illizi Takhamalt Airport,Illizi,26.7235,8.62265
6315,DAAS,QSF,Ain Arnat Airport,Setif,36.1781,5.32449
6316,DAAT,TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,22.8115,5.45108
6317,DAAV,GJL,Jijel Ferhat Abbas Airport,Jijel,36.7951,5.87361
6319,DAAY,MZW,Mecheria Airport,Mecheria,33.5359,-0.24235
6321,DABB,AAE,Annaba Airport,Annabah,36.8222,7.80917
6322,DABC,CZL,Mohamed Boudiaf International Airport,Constantine,36.276,6.62039
6324,DABS,TEE,Cheikh Larbi Tebessi Airport,Tebessi,35.4316,8.12072
6325,DABT,BLJ,Batna Airport,Batna,35.7521,6.30859
6326,DAFH,HRM,Hassi R'Mel Airport,,32.9304,3.31154
6329,DAOB,TID,Bou Chekif Airport,Tiaret,35.3411,1.46315
6332,DAOF,TIN,Tindouf Airport,Tindouf,27.7004,-8.1671
6333,DAOI,CFK,Aboubakr Belkaid Chlef Airport,Chlef,36.217,1.34
6334,DAOL,TAF,Tafaraoui Airport,,35.5424,-0.53228
6335,DAON,TLM,Zenata – Messali El Hadj Airport,Tlemcen,35.0167,-1.45
6336,DAOO,ORN,Es Senia Airport,Oran,35.6239,-0.62118
6337,DAOR,CBH,Bechar Boudghene Ben Ali Lotfi Airport,Bechar,31.6457,-2.26986
6338,DAOS,BFW,Sidi Bel Abbes Airport,,35.1718,-0.59328
6339,DAOV,MUW,Ghriss Airport,,35.2077,0.14714
6340,DAOY,EBH,El Bayadh Airport,El Bayadh,33.72167,1.0925
6341,DATG,INF,In Guezzam Airport,In Guezzam,19.567,5.75
6342,DATM,BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,21.375,0.92389
6343,DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,,27.8376,-0.18641
6344,DAUB,BSK,Biskra Airport,Biskra,34.7933,5.73823
6345,DAUE,ELG,El Golea Airport,,30.5713,2.85959
6346,DAUG,GHA,Noumerat - Moufdi Zakaria Airport,Ghardaia,32.3841,3.79411
6347,DAUH,HME,Oued Irara Airport,Hassi Messaoud,31.673,6.14044
6348,DAUI,INZ,In Salah Airport,In Salah,27.251,2.51202
6349,DAUK,TGR,Touggourt Sidi Madhi Airport,Touggourt,33.0678,6.08867
6350,DAUL,LOO,Laghouat Airport,Laghouat,33.7644,2.92834
6351,DAUO,ELU,Guemar Airport,Guemar,33.5114,6.77679
6352,DAUT,TMX,Timimoun Airport,Timimoun,29.2371,0.27603
6353,DAUU,OGX,Ain el Beida Airport,Ouargla,31.9172,5.41278
6354,DAUZ,IAM,In Amenas Airport,Amenas,28.0515,9.64291
6355,DBBB,COO,Cadjehoun Airport,Cotonou,6.35723,2.38435
6357,DBBD,DJA,Djougou Airport,Djougou,9.69208,1.63778
6358,DBBK,KDC,Kandi Airport,Kandi,11.133,2.933
6359,DBBN,NAE,Natitingou Airport,Natitingou,10.317,1.383
6361,DBBP,PKO,Parakou Airport,Parakou,9.35769,2.60968
6363,DBBS,SVF,Save Airport,Save,8.01817,2.46458
6375,DFCA,XKY,Kaya Airport,Kaya,13.067,-1.1
6377,DFCC,OUG,Ouahigouya Airport,Ouahigouya,13.567,-2.417
6382,DFCJ,XDJ,Djibo Airport,Djibo,14.1,-1.633
6384,DFCL,XLU,Leo Airport,Leo,11.1,-2.1
6386,DFCP,PUP,Po Airport,Po,11.15,-1.15
6392,DFEA,XBO,Boulsa Airport,Boulsa,12.65,-0.567
6393,DFEB,XBG,Bogande Airport,Bogande,12.983,-0.167
6395,DFED,DIP,Diapaga Airport,Diapaga,12.05,1.783
6396,DFEE,DOR,Dori Airport,Dori,14.033,-0.033
6397,DFEF,FNG,Fada N'gourma Airport,Fada N'gourma,12.033,0.35
6398,DFEG,XGG,Gorom-Gorom Airport,Gorom-Gorom,14.45,-0.233
6400,DFEL,XKA,Kantchari Airport,Kantchari,12.467,1.5
6401,DFEM,TMQ,Tambao Airport,Tambao,14.8,0.05
6403,DFEP,XPA,Pama Airport,Pama,11.25,0.7
6404,DFER,ARL,Arly Airport,Arly,11.597,1.483
6405,DFES,XSE,Sebba Airport,Sebba,13.45,0.517
6406,DFET,TEG,Tenkodogo Airport,Tenkodogo,11.8,-0.367
6408,DFEZ,XZA,Zabre Airport,Zabre,11.167,-0.617
6409,DFFD,OUA,Ouagadougou Airport,Ouagadougou,12.3532,-1.51242
6411,DFOB,BNR,Banfora Airport,Banfora,10.683,-4.717
6412,DFOD,DGU,Dedougou Airport,Dedougou,12.459,-3.49
6414,DFOG,XGA,Gaoua Airport,Gaoua,10.2992,-3.25083
6417,DFON,XNU,Nouna Airport,Nouna,12.75,-3.867
6418,DFOO,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,11.1601,-4.33097
6421,DFOT,TUQ,Tougan Airport,Tougan,13.067,-3.067
6422,DFOU,XDE,Diebougou Airport,Diebougou,10.95,-3.25
6423,DFOY,XAR,Aribinda Airport,Aribinda,14.217,-0.883
6424,DGAA,ACC,Kotoka International Airport,Accra,5.60519,-0.16679
6425,DGLE,TML,Tamale Airport,Tamale,9.55719,-0.86321
6427,DGLW,WZA,Wa Airport,Wa,10.0827,-2.50769
6429,DGSI,KMS,Kumasi Airport,Kumasi,6.71456,-1.59082
6430,DGSN,NYI,Sunyani Airport,Sunyani,7.36183,-2.32876
6431,DGTK,TKD,Takoradi Airport,Sekondi-Takoradi,4.89606,-1.77476
6432,DIAP,ABJ,Port Bouet Airport,Abidjan,5.26139,-3.92629
6433,DIAU,OGO,Abengourou Airport,Abengourou,6.71556,-3.47028
6435,DIBI,BXI,Boundiali Airport,Boundiali,9.533,-6.467
6436,DIBK,BYK,Bouake Airport,,7.7388,-5.07367
6437,DIBN,BQO,Bouna Airport,Bouna,9.2775,-3.02528
6438,DIBU,BDK,Soko Airport,Bondoukou,8.01722,-2.76194
